TS,TORQUE_MOTOR,TORQUE_ROD,SPEED_MOTOR,SPEED_ROD,EFFICIENCY_PUMP,LEVEL_DOWNHOLE,FLOW_GAS,FLOW_WATER,TEMP_GAS,PRESSURE_AN,PRESSURE_DH,PRESSURE_GAS,PRESSURE_TUB,PRESSURE_WATER
2020-10-01 00:00:36.868,0.0,,,0.0,,,12.0,0.0,25.69999695,152.0,,164.29998779,172.0,347.29998779
2020-10-01 00:01:36.863,,,,,,,12.43200016,0.0,,,,,,481.59997559
2020-10-01 00:02:36.877,,,,,,,12.09599972,0.0,,,,,,477.70001221
2020-10-01 00:03:36.849,,,,,,,12.33600044,0.0,25.5,,,,,476.40002441
2020-10-01 00:04:36.853,,,,,,,12.0,0.0,,,,,,334.3999939
2020-10-01 00:05:36.980,,,,,,,12.52799988,0.0,,,,,,350.79998779
2020-10-01 00:06:37.007,,,,,,,12.4800005,0.0,,,,,,350.79998779
2020-10-01 00:07:37.080,,,,,,,12.28800011,0.0,,,,,,349.6000061
2020-10-01 00:08:37.105,,,,,,,12.43200016,0.0,,,,,,345.6000061
2020-10-01 00:09:37.087,,,,,,,12.74400043,0.0,,,,,,485.5
2020-10-01 00:10:37.153,,,,,,,12.45600033,0.0,,,,,,471.29998779
2020-10-01 00:11:37.147,,,,,,,12.31200027,0.0,,,,,,471.40002441
2020-10-01 00:12:37.161,,,,,,,12.09599972,0.0,,,,,,474.70001221
2020-10-01 00:13:37.295,,,,,,,12.31200027,0.0,,,,,,344.1000061
2020-10-01 00:14:37.293,0.0,,,0.0,,,12.14400005,0.0,,153.0,,164.3999939,174.0,346.0
2020-10-01 00:15:37.280,,,,,,,12.14400005,0.0,25.5,,,,,
2020-10-01 00:16:37.305,,,,,,,12.31200027,0.0,,,,,,345.20001221
2020-10-01 00:17:37.304,,,,,,,12.11999989,0.0,25.80000305,,,,,342.5
2020-10-01 00:18:37.361,,,,,,,12.21600056,0.0,,,,,,470.40002441
2020-10-01 00:19:37.417,,,,,,,12.19200039,0.0,,,,,,
2020-10-01 00:20:37.384,,,,,,,12.40799999,0.0,,,,,,469.5
2020-10-01 00:21:37.411,0.0,,,0.0,,,11.64000034,0.0,25.80000305,152.0,,163.20001221,175.0,327.20001221
2020-10-01 00:22:37.489,,,,,,,12.26399994,0.0,25.90000153,,,,,346.0
2020-10-01 00:23:37.528,,,,,,,12.43200016,0.0,,,,,,
2020-10-01 00:24:37.518,,,,,,,12.33600044,0.0,,,,,,342.1000061
2020-10-01 00:25:37.549,,,,,,,12.16800022,0.0,,,,,,342.20001221
2020-10-01 00:26:37.589,,,,,,,12.28800011,0.0,,,,,,515.40002441
2020-10-01 00:27:37.579,,,,,,,11.7840004,0.0,26.30000305,,,,,469.0
2020-10-01 00:28:37.588,0.0,,,0.0,,,12.09599972,0.0,,152.0,,163.8999939,174.0,471.70001221
2020-10-01 00:29:37.647,,,,,,,12.52799988,0.0,,,,,,473.0
2020-10-01 00:30:37.684,,,,,,,11.76000023,0.0,,,,,,344.3999939
2020-10-01 00:31:37.745,,,,,,,12.57600021,0.0,,,,,,349.0
2020-10-01 00:32:37.735,,,,,,,12.6960001,0.0,26.40000153,,,,,
2020-10-01 00:33:37.720,,,,,,,12.0720005,0.0,,,,,,349.29998779
2020-10-01 00:34:37.754,,,,,,,11.90400028,0.0,,,,,,347.70001221
2020-10-01 00:35:37.836,,,,,,,12.31200027,0.0,26.5,,,,,477.29998779
2020-10-01 00:36:37.866,,,,,,,11.97599983,0.0,,,,,,
2020-10-01 00:37:37.889,,,,,,,12.38399982,0.0,,,,,,478.0
2020-10-01 00:38:37.931,,,,,,,12.19200039,0.0,26.59999847,,,,,322.3999939
2020-10-01 00:39:37.983,,,,,,,12.0720005,0.0,,,,,,351.5
2020-10-01 00:40:38.184,,,,,,,12.0,0.0,26.80000305,,,,,354.5
2020-10-01 00:41:38.195,,,,,,,12.04800034,0.0,,,,,,
2020-10-01 00:42:38.115,0.0,,,0.0,,,12.0720005,0.0,,153.0,,164.3999939,177.0,351.8999939
2020-10-01 00:43:38.264,,,,,,,12.09599972,0.0,,,,,,492.90002441
2020-10-01 00:44:38.282,,,,,,,12.0720005,0.0,,,,,,484.79998779
2020-10-01 00:45:38.588,,,,,,,12.09599972,0.0,,,,,,483.29998779
2020-10-01 00:46:38.343,,,,,,,12.31200027,0.0,,,,,,486.5
2020-10-01 00:47:38.471,,,,,,,12.55200005,0.0,,,,,,356.79998779
2020-10-01 00:48:38.492,,,,,,,12.4800005,0.0,26.90000153,,,,,356.6000061
2020-10-01 00:49:38.523,,,,,,,12.45600033,0.0,,,,,,358.3999939
2020-10-01 00:50:38.589,0.0,,,0.0,,,12.16800022,0.0,27.09999847,153.0,,164.6000061,176.0,357.70001221
2020-10-01 00:51:38.775,,,,,,,12.35999966,0.0,,,,,,539.79998779
2020-10-01 00:52:38.831,,,,,,,12.21600056,0.0,,,,,,486.40002441
2020-10-01 00:53:38.904,,,,,,,11.97599983,0.0,27.19999695,,,,,487.5
2020-10-01 00:54:38.890,,,,,,,12.0720005,0.0,,,,,,490.29998779
2020-10-01 00:55:39.037,,,,,,,12.55200005,0.0,27.40000153,,,,,353.5
2020-10-01 00:56:39.062,0.0,,,0.0,,,12.26399994,0.0,,152.0,,164.70001221,178.0,357.70001221
2020-10-01 00:57:39.077,,,,,,,12.72000027,0.0,,,,,,
2020-10-01 00:58:39.186,,,,,,,12.50399971,0.0,,,,,,359.6000061
2020-10-01 00:59:39.296,,,,,,,12.64799976,0.0,27.5,,,,,357.5
2020-10-01 01:00:39.265,,,,,,,12.76799965,0.0,,,,,,499.20001221
2020-10-01 01:01:39.293,,,,,,,12.19200039,0.0,,,,,,495.20001221
2020-10-01 01:02:39.342,,,,,,,12.14400005,0.0,27.59999847,,,,,493.40002441
2020-10-01 01:03:39.416,,,,,,,12.28800011,0.0,,,,,,495.09997559
2020-10-01 01:04:39.473,,,,,,,12.14400005,0.0,,,,,,359.3999939
2020-10-01 01:05:39.459,,,,,,,11.68799973,0.0,27.90000153,,,,,361.79998779
2020-10-01 01:06:39.471,,,,,,,12.4800005,0.0,28.1000061,,,,,
2020-10-01 01:07:39.576,,,,,,,12.23999977,0.0,,,,,,357.1000061
2020-10-01 01:08:39.562,,,,,,,12.72000027,0.0,,,,,,494.70001221
2020-10-01 01:09:39.583,,,,,,,12.62400055,0.0,,,,,,
2020-10-01 01:10:39.649,0.0,,,0.0,,,12.16800022,0.0,,154.0,,164.5,179.0,486.20001221
2020-10-01 01:11:39.735,,,,,,,12.33600044,0.0,,,,,,486.59997559
2020-10-01 01:12:39.724,,,,,,,12.14400005,0.0,,,,,,357.1000061
2020-10-01 01:13:39.741,,,,,,,12.14400005,0.0,,,,,,353.29998779
2020-10-01 01:14:39.746,,,,,,,12.43200016,0.0,,,,,,351.79998779
2020-10-01 01:15:39.711,,,,,,,12.21600056,0.0,,,,,,351.6000061
2020-10-01 01:16:39.768,,,,,,,12.38399982,0.0,,,,,,496.70001221
2020-10-01 01:17:39.756,,,,,,,11.85599995,0.0,,,,,,479.29998779
2020-10-01 01:18:39.901,,,,,,,12.0,0.0,,,,,,481.0
2020-10-01 01:19:39.991,,,,,,,12.33600044,0.0,,,,,,481.29998779
